source,target
"Elinor was grateful for the attention, but it could not alter her design; and their mother's concurrence being readily gained, every thing relative to their return was arranged as far as it could be;--and Marianne found some relief in drawing up a statement of the hours that were yet to divide her from Barton.","Elinor le agradeció la atención, pero ésta no consiguió cambiar sus planes; y con el inmediato acuerdo de su madre, tomaron todas las providencias necesarias para volver al hogar en las mejores condiciones posibles; y Marianne encontró un cierto alivio en poner por escrito las horas que aún la separaban de Barton."
"""Very strange!"" muttered Holmes, pulling at the rope.","––Es muy extraño ––murmuró Holmes, tirando del cordón––."
"I heard you come home that night, Jane, though probably you were not aware that I thought of you or watched for you.","Te sentí volver aquella noche, aunque tú ignorases que pensaba en ti y espiaba tu regreso."
"He did so, and had but just time to get away, when the wolves came up to it, and some got upon it, when I, snapping an unchanged pistol close to the powder, set it on fire; those that were upon the timber were scorched with it, and six or seven of them fell; or rather jumped in among us with the force and fright of the fire; we despatched these in an instant, and the rest were so frightened with the light, which the night—for it was now very near dark—made more terrible that they drew back a little; upon which I ordered our last pistols to be fired off in one volley, and after that we gave a shout; upon this the wolves turned tail, and we sallied immediately upon near twenty lame ones that we found struggling on the ground, and fell to cutting them with our swords, which answered our expectation, for the crying and howling they made was better understood by their fellows; so that they all fled and left us.","Ante esto, los lobos dieron la vuelta y nosotros nos lanzamos sobre casi veinte de ellos que estaban heridos en el suelo. Los acuchillamos con nuestras espadas y obtuvimos el resultado que esperábamos pues, el resto de ellos, al oír sus lamentos y aullidos, huyeron a toda prisa y nos dejaron en paz."
"The duke and duchess were extremely glad to see how readily Don Quixote fell in with their scheme; but at this moment Sancho observed, ""I hope this senora duenna won't be putting any difficulties in the way of the promise of my government; for I have heard a Toledo apothecary, who talked like a goldfinch, say that where duennas were mixed up nothing good could happen.","En estremo se holgaron el duque y la duquesa de ver cuán bien iba respondiendo a su intención don Quijote, y a esta sazón dijo Sancho: -No querría yo que esta señora dueña pusiese algún tropiezo a la promesa de mi gobierno, porque yo he oído decir a un boticario toledano que hablaba como un silguero que donde interviniesen dueñas no podía suceder cosa buena."
"About 300 meters down, just as Captain Nemo had predicted, we cruised beneath the undulating surface of the Ice Bank.","A unos trescientos metros, tal y como había previsto el capitán Nemo, flotábamos ya bajo la superficie ondulada de la banca de hielo."
"""For how long a time?"" asked the reporter.",–¿Por cuánto tiempo? –preguntó el periodista.
Our baggage was immediately carried to the deck of the frigate.,Trasladóse inmediatamente nuestro equipaje al puente de la fragata.
"As it was, El Uchali took refuge at Modon, which is an island near Navarino, and landing forces fortified the mouth of the harbour and waited quietly until Don John retired.","»En efeto, el Uchalí se recogió a Modón, que es una isla que está junto a Navarino, y, echando la gente en tierra, fortificó la boca del puerto, y estúvose quedo hasta que el señor don Juan se volvió."
"Did he still believe, now that the door of this prison was closed upon him, that he would succeed?",¿Creía aún en el triunfo cuando la puerta del calabozo se cerró detrás suyo?
Had he observed a carriage the night before waiting for me?,"¿Se había fijado, la noche anterior, en el coche que me esperaba?"
"To conclude, Sancho, by his master's orders, paid him very liberally, and taking leave of him they quitted the inn at about eight in the morning and took to the road, where we will leave them to pursue their journey, for this is necessary in order to allow certain other matters to be set forth, which are required to clear up this famous history.","Finalmente, Sancho le pagó muy bien, por orden de su señor, y, despidiéndose dél, casi a las ocho del día dejaron la venta y se pusieron en camino, donde los dejaremos ir; que así conviene para dar lugar a contar otras cosas pertenecientes a la declaración desta famosa historia."
An Eley's No. 2 is an excellent argument with gentlemen who can twist steel pokers into knots.,Un Eley n.° 2 es un excelente argumento para tratar con caballeros que pueden hacer nudos con un atizador de hierro.
"You should have been a surgeon.""",Usted debería haber sido médico.
"Tout en parlant, nous tournions dans une petite ruelle et nous franchissions une porte bâtarde percée dans une aile du grand hôpital.","Cuando esto decía enfilamos una callejuela, y a través de una pequeña puerta lateral fuimos a dar a una de las alas del gran hospital."
"""Now do, brother, let her be at peace a while.""","Déjala un poco tranquila, hermano."
"'Well, I'd hardly finished the first verse,' said the Hatter, 'when the Queen jumped up and bawled out, ""He's murdering the time!","--Bueno --siguió contando su historia el Sombrerero--. Lo cierto es que apenas había terminado yo la primera estrofa, cuando la Reina se puso a gritar: «¡Vaya forma estúpida de matar el tiempo!"
I consider...',Considero...
From the tyres and spokes hung ragged pieces of flesh.,De los cubos y de los ejes colgaban informes despojos de carne.
"""It is for you or me!""","Sí, ha entrado."
"She then, turning to Don Quixote and addressing herself to him said, ""Some days since, valiant knight, I gave you an account of the injustice and treachery of a wicked farmer to my dearly beloved daughter, the unhappy damsel here before you, and you promised me to take her part and right the wrong that has been done her; but now it has come to my hearing that you are about to depart from this castle in quest of such fair adventures as God may vouchsafe to you; therefore, before you take the road, I would that you challenge this froward rustic, and compel him to marry my daughter in fulfillment of the promise he gave her to become her husband before he seduced her; for to expect that my lord the duke will do me justice is to ask pears from the elm tree, for the reason I stated privately to your worship; and so may our Lord grant you good health and forsake us not.""","-Días ha, valeroso caballero, que os tengo dada cuenta de la sinrazón y alevosía que un mal labrador tiene fecha a mi muy querida y amada fija, que es esta desdichada que aquí está presente, y vos me habedes prometido de volver por ella, enderezándole el tuerto que le tienen fecho, y agora ha llegado a mi noticia que os queredes partir deste castillo, en busca de las buenas venturas que Dios os depare; y así, querría que, antes que os escurriésedes por esos caminos, desafiásedes a este rústico indómito, y le hiciésedes que se casase con mi hija, en cumplimiento de la palabra que le dio de ser su esposo, antes y primero que yogase con ella; porque pensar que el duque mi señor me ha de hacer justicia es pedir peras al olmo, por la ocasión que ya a vuesa merced en puridad tengo declarada. Y con esto, Nuestro Señor dé a vuesa merced mucha salud, y a nosotras no nos desampare."
"— Il vous en cuira pour tout cela, hurla Stangerson, blanc de rage.","––¡Recibirás tu merecido! ––chilló Stangerson, lívido de ira––."
"""Oh,"" he exclaimed, ""if only my Nautilus were strong enough to stand that much pressure without being crushed!""","-¡Ah, si mi Nautilus fuera capaz de soportar esta presión sin quedar aplastado!"
Why did Darya Alexandrovna tell me this?,¿Para qué me habrá dicho eso Daria Alejandrovna?
